Hz	Volts	dB	peakVolts	valleyVolts
10.7666015625	0.9537738303108036	23.788912815515758	4.797083783693896	0.0
21.533203125	2.3117394527457007	31.478778509604894	4.368895888307501	0.0
32.2998046875	13.365862883639453	46.71994005459587	24.613205873216902	0.0
43.06640625	94.30135491734445	63.69035865457721	177.32577611548575	0.0
53.8330078125	195.97659210019125	70.04408402634297	390.77669649314265	0.0
64.599609375	156.37928884641173	68.08358467601855	333.1779210473128	0.0
75.3662109375	82.88755454032706	62.56978653438382	167.74211599714152	0.0
86.1328125	32.334834629478785	54.39341288755672	58.62473434584256	0.0
96.8994140625	34.92937565978444	55.06381646298662	90.04668384312134	0.0
107.666015625	49.489320748510465	58.09022986312539	117.68869544954737	0.0
118.4326171875	70.07238486402649	61.11093797389324	166.45634936405372	0.0
129.19921875	134.42672460474046	66.76971233807825	252.97504609517568	0.0
139.9658203125	152.47343300771038	67.86388357505257	284.7094223765596	0.0
150.732421875	76.20812406445452	61.840025424467655	184.64822526923192	0.0
161.4990234375	38.582312380757614	55.92776506218426	83.33683377751528	0.0
172.265625	66.02008798215029	60.593521976203945	134.10847324088851	0.0
183.0322265625	105.49571356618361	64.66469628076642	250.3839414219951	0.0
193.798828125	82.72897102299252	62.55315245338163	183.59194888014963	0.0
204.5654296875	33.9134925208411	54.8074503463298	69.1922335511612	0.0
215.33203125	48.98111750498981	58.00057378855763	117.1465334859919	0.0
226.0986328125	71.54262725139282	61.29129769385669	161.53136970850483	0.0
236.865234375	53.028907778593286	58.69025364494718	127.68368664798336	0.0
247.6318359375	49.691805059715605	58.1256954581972	104.47847321427884	0.0
258.3984375	57.80072331710039	59.43866546544055	114.70826074964864	0.0
269.1650390625	72.84253218678053	61.447700691554914	136.3602239203074	0.0
279.931640625	72.54631660358748	61.41230733854806	144.5991243362268	0.0
290.6982421875	68.85011935695958	60.95809395044357	136.81370557163686	0.0
301.46484375	63.01686331192438	60.18913564518893	120.3462977035632	0.0
312.2314453125	67.34012747037643	60.76547868382528	123.40598845389763	0.0
322.998046875	63.74014901128735	60.288261489660755	122.26670460175495	0.0
333.7646484375	52.40451515173918	58.587374146220625	100.76824070744378	0.0
344.53125	57.81197410464482	59.44035599081381	93.79289921769228	0.0
355.2978515625	55.02148040637197	59.010645427949115	114.94155856405929	0.0
366.064453125	55.63986648296441	59.1077215846034	124.98825265699962	0.0
376.8310546875	55.35978643764041	59.06388812275628	114.94865521283309	0.0
387.59765625	52.107562326975284	58.53801513497655	92.80627778687409	0.0
398.3642578125	49.22322443561424	58.04340118901736	86.8645845470715	0.0
409.130859375	40.66010450427367	56.38336981309972	102.44595060670588	0.0
419.8974609375	36.97201293246737	55.55746192871267	66.90016808912935	0.0
430.6640625	24.810374596965968	52.09266643652782	50.636319844414395	0.0
441.4306640625	25.956305305926463	52.48485748284662	68.43914059620812	0.0
452.197265625	28.69019993117818	53.35467149909462	63.87216367897067	0.0
462.9638671875	29.507234977996763	53.59857030812877	55.901591221644075	0.0
473.73046875	21.775262375083717	50.95926794164144	38.827691637392185	0.0
484.4970703125	16.381221788098514	48.48692582308594	78.55526613080713	0.0
495.263671875	22.09260787599687	51.084939694643005	44.42649828080894	0.0
506.0302734375	26.135606665560594	52.54465171619076	50.26985662411095	0.0
516.796875	27.107750819775475	52.86186970308759	50.22472629663459	0.0
527.5634765625	22.288981653113595	51.16180454341041	39.835760966448674	0.0
538.330078125	20.840698043458296	50.57824523474172	32.22252517632528	0.0
549.0966796875	24.853374558235924	52.10770730706655	55.75447959297347	0.0
559.86328125	29.970540038603446	53.7338913760418	73.85542187267907	0.0
570.6298828125	29.620874836538835	53.63195762550081	56.273898221276575	0.0
581.396484375	19.585393253534733	50.03864593402947	36.923894719852136	0.0
592.1630859375	24.096617859981368	51.839121815139556	46.32653770245682	0.0
602.9296875	28.274250970840555	53.22782217761967	57.576901655890666	0.0
613.6962890625	22.658360948853748	51.30456982543761	51.68642096292852	0.0
624.462890625	20.12345093125092	50.274049192364615	50.5659692736345	0.0
635.2294921875	26.862547325982423	52.78294387867574	60.97870580044302	0.0
645.99609375	27.50704778680702	52.98887964435906	74.95850995239489	0.0
656.7626953125	27.44612715878974	52.96962142795087	64.46581546152426	0.0
667.529296875	22.465048340052043	51.230147157411295	58.685642125876896	0.0
678.2958984375	14.221493369853796	47.25890408469773	35.71841981939373	0.0
689.0625	12.55887048987938	46.17901166576402	28.2998663190262	0.0
699.8291015625	14.768898078152858	47.58696188765265	38.45568918087745	0.0
710.595703125	15.13235980711317	47.798133201099766	37.629139432840546	0.0
721.3623046875	16.322577144173838	48.455774613397395	41.346879791210256	0.0
732.12890625	14.67143618374951	47.52945259853901	37.80633446140612	0.0
742.8955078125	13.284863738038917	46.66714210939992	32.40198366541271	0.0
753.662109375	21.134647778977676	50.69990029889914	40.98338817426529	0.0
764.4287109375	16.109449996670275	48.34161427950947	30.17989999593655	0.0
775.1953125	10.718922594501157	44.803022732288596	27.62024774429755	0.0
785.9619140625	11.202135528497733	45.186016487716515	25.214493852045738	0.0
796.728515625	12.890212167498317	46.40520134049096	24.508017476482962	0.0
807.4951171875	10.880269869961031	44.93279338801301	21.511270653033097	0.0
818.26171875	9.357434329115346	43.62313580758729	19.798935122096907	0.0
829.0283203125	13.103815131076662	46.54795517375407	24.058561858694905	0.0
839.794921875	10.260462833063777	44.42333907219155	18.49625970890196	0.0
850.5615234375	9.97549958614353	44.17869314249248	22.936941357645274	0.0
861.328125	7.370929361895117	41.55044506451603	16.839104691301642	0.0
872.0947265625	7.576176553289414	41.789001811686575	18.40838474684592	0.0
882.861328125	8.051500804814973	42.317536880558336	16.86038409449556	0.0
893.6279296875	9.930771151001322	44.13965952274842	20.734941790112924	0.0
904.39453125	14.873820692906023	47.64845085303146	41.89544658654835	0.0
915.1611328125	17.767337476418298	49.19244704376872	53.504983724255794	0.0
925.927734375	18.974870359047987	49.76357635949432	37.38429830291736	0.0
936.6943359375	19.72511524422324	50.10039099635425	64.47597814788159	0.0
947.4609375	15.810964625776908	48.17916735766428	63.49564325776681	0.0
958.2275390625	13.790683728988771	46.991715995179035	39.924761321328425	0.0
968.994140625	10.826726124760459	44.88994305524249	32.879065663131676	0.0
979.7607421875	12.358353526821288	46.03921232076269	24.722629663591214	0.0
990.52734375	11.996083385433455	45.780789548233855	26.631387857694026	0.0
1001.2939453125	11.079332734665456	45.09027214146094	27.603373170989727	0.0
1012.060546875	10.546105973858323	44.66184266063852	24.79222222398609	0.0
1022.8271484375	8.868070641236955	43.1565829343687	25.7725092896202	0.0
1033.59375	9.13551494924657	43.41466070444724	24.311946176930217	0.0
1044.3603515625	15.836324964202058	48.19308811674787	29.36160943747905	0.0
1055.126953125	20.293185993168574	50.34700472709338	33.82866958715058	0.0
1065.8935546875	20.400402655105474	50.392774799310814	41.557129036611926	0.0
1076.66015625	17.835529486359206	49.22572015043201	33.932726346936896	0.0
1087.4267578125	19.36129019520928	49.93868589953523	37.1832377117552	0.0
1098.193359375	18.491593179290586	49.53948661789342	40.23484523307398	0.0
1108.9599609375	17.100642526606883	48.86024858587251	27.912044538128725	0.0
1119.7265625	16.941269332913347	48.77891895394838	28.39290368908698	0.0
1130.4931640625	14.986610440020161	47.714068388572414	38.90797287593676	0.0
1141.259765625	11.787312532603993	45.62829600541775	42.932490425671936	0.0
1152.0263671875	11.734515775695174	45.5893034947524	36.15943408609388	0.0
1162.79296875	14.881809941479327	47.65311509514453	37.4171145551699	0.0
1173.5595703125	22.101066591889317	51.088264671547634	40.949009048943374	0.0
1184.326171875	25.953656487407596	52.48397105008816	39.36112236969204	0.0
1195.0927734375	21.994188025913676	51.0461586783822	44.719375996407564	0.0
1205.859375	21.10486332782851	50.68765089112286	39.859546422754626	0.0
1216.6259765625	19.60913398781694	50.04916829197572	47.4652414020981	0.0
1227.392578125	18.555580668977314	49.56949100240955	48.071513187506774	0.0
1238.1591796875	21.323954159368636	50.777354814357935	45.04354769050325	0.0
1248.92578125	18.609927572273	49.594893670723906	42.494888391683304	0.0
1259.6923828125	18.800321627193693	49.68330559300831	36.85665677199093	0.0
1270.458984375	14.550801239989754	47.45773818870384	55.38832631582314	0.0
1281.2255859375	10.845989118095446	44.905383324259645	45.16620067918672	0.0
1291.9921875	14.816151375479517	47.61470815006115	25.874180904191178	0.0
1302.7587890625	19.113307991232436	49.826717173197146	32.2956000623388	0.0
1313.525390625	19.085736576828353	49.81417851908585	41.09654188240082	0.0
1324.2919921875	18.214065898838598	49.40813808365901	38.9079929317176	0.0
1335.05859375	20.099609515016734	50.26375241575602	37.26418627960068	0.0
1345.8251953125	19.729095152994415	50.10214335931052	41.49467425802982	0.0
1356.591796875	15.835947255108252	48.19288094882077	38.07397224146688	0.0
1367.3583984375	11.914202708187577	45.72129972879351	28.127152102291195	0.0
1378.125	13.112879141964017	46.55396119420078	35.89382570348369	0.0
1388.8916015625	12.854113166128629	46.380842407678564	45.23152057730155	0.0
1399.658203125	11.032309838837598	45.053329042852184	33.05447224253489	0.0
1410.4248046875	9.660503831308466	43.899995588201655	31.67615374322446	0.0
1421.19140625	9.354683119480073	43.620581665521	24.722916235369738	0.0
1431.9580078125	7.794182672275982	42.035411674222715	14.192139876903648	0.0
1442.724609375	7.306904781608375	41.47466904064179	17.076433086028242	0.0
1453.4912109375	5.303489487802725	38.69123440162698	14.623804302969914	0.0
1464.2578125	3.8136375853805475	35.8267886813692	12.52849472431141	0.0
1475.0244140625	4.399024042584804	37.06712693626697	13.59189233286511	0.0
1485.791015625	5.792696069661609	39.4576149813632	13.990694002926878	0.0
1496.5576171875	6.343658737889001	40.246796342415195	12.508531304090528	0.0
1507.32421875	6.658177136535671	40.667106999979794	10.197561802097391	0.0
1518.0908203125	6.107728485848986	39.91759456846037	12.739428123547768	0.0
1528.857421875	6.591529702428349	40.579724368257125	10.634092686805905	0.0
1539.6240234375	8.124122694252096	42.39552953976265	13.019980051310949	0.0
1550.390625	9.129462505502891	43.408904238574536	15.82668222794014	0.0
1561.1572265625	9.478293513963203	43.734603115396155	18.36896526248128	0.0
1571.923828125	10.283715743742537	44.44300131368717	25.136928999932916	0.0
1582.6904296875	10.962545421156575	44.99822815197419	37.3187356115658	0.0
1593.45703125	7.306522699903313	41.47421483926218	31.8656734026037	0.0
1604.2236328125	5.665470299556005	39.26471947851364	17.683675916961587	0.0
1614.990234375	7.904649784022423	42.15765273453906	19.17346783533539	0.0
1625.7568359375	7.969835905502547	42.228987660490105	27.032053463900308	0.0
1636.5234375	6.504299624604361	40.46401088449626	27.54415557345835	0.0
1647.2900390625	5.637234153725085	39.22132162625043	18.021179963293008	0.0
1658.056640625	6.246739658945419	40.11306824193531	11.749830922226394	0.0
1668.8232421875	6.77660444113717	40.82024281594487	16.052376346148357	0.0
1679.58984375	9.176999280367847	43.454014004534315	20.192786313721665	0.0
1690.3564453125	9.492424342688356	43.74754293570918	20.607162304991675	0.0
1701.123046875	6.836908481412868	40.89719542271351	13.317379330624243	0.0
1711.8896484375	9.136071280863304	43.41518963881647	18.729042841491147	0.0
1722.65625	10.043836080764937	44.237992367994366	20.85107941204917	0.0
1733.4228515625	10.115307418276544	44.299581764872755	21.235022593904596	0.0
1744.189453125	9.112143807821868	43.39241135548763	21.965231097570378	0.0
1754.9560546875	8.188101913303555	42.46366485428284	19.23662804576116	0.0
1765.72265625	9.882028434376103	44.096922028203686	22.17135098835391	0.0
1776.4892578125	9.900399711359578	44.113054620972854	25.4520058870722	0.0
1787.255859375	7.941420819777601	42.19796427102371	25.93066519209023	0.0
1798.0224609375	4.500992298447804	37.26616561091312	17.29741331096354	0.0
1808.7890625	3.641064491030929	35.424567753291115	14.677711255097861	0.0
1819.5556640625	6.621324340220929	40.618897338389814	16.127410248086086	0.0
1830.322265625	9.345205648253597	43.61177730563947	20.599327187338464	0.0
1841.0888671875	10.62771685454249	44.72879954533475	25.728641164148836	0.0
1851.85546875	11.47799680171012	45.39732202090171	30.013647014714206	0.0
1862.6220703125	13.551755282335602	46.83991103495839	25.309144392382557	0.0
1873.388671875	11.782464350200312	45.624722719357074	26.320888469891884	0.0
1884.1552734375	10.366157275265063	44.51235591374186	24.49328019906529	0.0
1894.921875	9.956583773440055	44.16220708769701	22.448884650824137	0.0
1905.6884765625	9.625399095580006	43.86837495888082	21.57897435568776	0.0
1916.455078125	8.749103244420718	43.039270886420866	21.258182587532993	0.0
1927.2216796875	7.59304852747362	41.80832358492735	15.029225468168006	0.0
1937.98828125	6.206808689105167	40.05736730158584	18.028133838101954	0.0
1948.7548828125	8.717256267376992	43.007596325887675	19.403025705584888	0.0
1959.521484375	8.357369097831722	42.64139172072392	20.309047463384978	0.0
1970.2880859375	5.639586507981351	39.2249453939286	21.313762986465708	0.0
1981.0546875	7.512788362701182	41.71602317330483	23.25706260742075	0.0
1991.8212890625	8.555302302279124	42.84470725889322	25.626977833296376	0.0
2002.587890625	7.224589093843892	41.37626310665456	16.79076679073819	0.0
2013.3544921875	9.250317284239845	43.52313263511607	18.987163450568797	0.0
2024.12109375	11.936215520117287	45.737333066755234	20.126256016099635	0.0
2034.8876953125	10.696583070847693	44.784901403869625	25.05572758278343	0.0
2045.654296875	10.921911258206597	44.9659729068255	23.57462247685209	0.0
2056.4208984375	9.322882465860548	43.5910042315416	19.94193774511927	0.0
2067.1875	9.5400544231243	43.79101709231389	18.68067968587061	0.0
2077.9541015625	8.249227904942522	42.528266107995286	16.798319063965618	0.0
