10.7666015625	61.53
21.533203125	58.95
32.2998046875	58.49
43.06640625	64.97
53.8330078125	64.7
64.599609375	57.27
75.3662109375	51.68
86.1328125	41.95
96.8994140625	40.07
107.666015625	45.18
118.4326171875	48.39
129.19921875	52.52
139.9658203125	54.9
150.732421875	49.32
161.4990234375	43.91
172.265625	49.11
183.0322265625	53.03
193.798828125	49.51
204.5654296875	39.93
215.33203125	45.45
226.0986328125	49.53
236.865234375	46.07
247.6318359375	45.65
258.3984375	44.91
269.1650390625	47.16
279.931640625	49.82
290.6982421875	51.45
301.46484375	50.28
312.2314453125	55.69
322.998046875	49.93
333.7646484375	46.2
344.53125	50.01
355.2978515625	48.39
366.064453125	47.51
376.8310546875	46.28
387.59765625	47.5
398.3642578125	48.73
409.130859375	43.57
419.8974609375	45.51
430.6640625	44.39
441.4306640625	43.72
452.197265625	42.08
462.9638671875	44.06
473.73046875	47.0
484.4970703125	41.88
495.263671875	43.6
506.0302734375	44.47
516.796875	45.84
527.5634765625	43.13
538.330078125	42.72
549.0966796875	45.54
559.86328125	48.58
570.6298828125	46.05
581.396484375	41.0
592.1630859375	40.65
602.9296875	43.17
613.6962890625	42.63
624.462890625	42.51
635.2294921875	45.8
645.99609375	43.52
656.7626953125	43.96
667.529296875	47.91
678.2958984375	41.42
689.0625	39.92
699.8291015625	44.48
710.595703125	40.63
721.3623046875	42.98
732.12890625	42.17
742.8955078125	40.76
753.662109375	42.71
764.4287109375	42.16
775.1953125	38.73
785.9619140625	40.65
796.728515625	39.09
807.4951171875	36.21
818.26171875	37.71
829.0283203125	40.31
839.794921875	39.69
850.5615234375	40.25
861.328125	37.32
872.0947265625	37.57
882.861328125	37.28
893.6279296875	40.19
904.39453125	41.26
915.1611328125	40.53
925.927734375	42.29
936.6943359375	43.82
947.4609375	42.85
958.2275390625	39.83
968.994140625	39.98
979.7607421875	42.64
990.52734375	43.72
1001.2939453125	45.09
1012.060546875	40.61
1022.8271484375	38.3
1033.59375	38.51
1044.3603515625	40.74
1055.126953125	42.64
1065.8935546875	43.75
1076.66015625	43.85
1087.4267578125	43.89
1098.193359375	43.93
1108.9599609375	43.34
1119.7265625	45.82
1130.4931640625	47.27
1141.259765625	42.74
1152.0263671875	39.7
1162.79296875	41.46
1173.5595703125	46.79
1184.326171875	49.85
1195.0927734375	46.85
1205.859375	46.62
1216.6259765625	43.25
1227.392578125	44.69
1238.1591796875	45.72
1248.92578125	45.94
1259.6923828125	46.57
1270.458984375	45.34
1281.2255859375	44.53
1291.9921875	43.66
1302.7587890625	44.99
1313.525390625	45.19
1324.2919921875	47.64
1335.05859375	50.06
1345.8251953125	46.69
1356.591796875	45.2
1367.3583984375	41.01
1378.125	42.07
1388.8916015625	39.72
1399.658203125	39.49
1410.4248046875	41.03
1421.19140625	38.16
1431.9580078125	37.68
1442.724609375	35.95
1453.4912109375	37.62
1464.2578125	34.48
1475.0244140625	32.17
1485.791015625	34.63
1496.5576171875	35.8
1507.32421875	34.09
1518.0908203125	34.47
1528.857421875	35.37
1539.6240234375	42.11
1550.390625	40.59
1561.1572265625	39.6
1571.923828125	41.39
1582.6904296875	42.81
1593.45703125	38.84
1604.2236328125	34.41
1614.990234375	36.77
1625.7568359375	39.34
1636.5234375	35.62
1647.2900390625	35.83
1658.056640625	37.45
1668.8232421875	37.34
1679.58984375	39.5
1690.3564453125	39.07
1701.123046875	36.39
1711.8896484375	39.52
1722.65625	41.32
1733.4228515625	40.39
1744.189453125	41.61
1754.9560546875	41.85
1765.72265625	38.61
1776.4892578125	36.35
1787.255859375	38.81
1798.0224609375	32.55
1808.7890625	31.43
1819.5556640625	37.43
1830.322265625	45.47
1841.0888671875	44.42
1851.85546875	45.1
1862.6220703125	47.74
1873.388671875	44.07
1884.1552734375	40.28
1894.921875	39.44
1905.6884765625	42.0
1916.455078125	45.85
1927.2216796875	40.27
1937.98828125	36.56
1948.7548828125	39.93
1959.521484375	39.14
1970.2880859375	36.49
1981.0546875	38.03
1991.8212890625	43.44
2002.587890625	41.87
2013.3544921875	41.46
2024.12109375	42.74
2034.8876953125	44.13
2045.654296875	41.69
2056.4208984375	39.55
2067.1875	40.68
2077.9541015625	44.62
2088.720703125	41.17
2099.4873046875	41.48
2110.25390625	42.02
2121.0205078125	44.51
2131.787109375	46.98
2142.5537109375	42.61
2153.3203125	40.69
2164.0869140625	44.39
2174.853515625	37.95
2185.6201171875	36.81
2196.38671875	41.68
2207.1533203125	40.06
2217.919921875	38.54
2228.6865234375	40.17
2239.453125	45.73
2250.2197265625	45.86
2260.986328125	43.24
2271.7529296875	37.53
2282.51953125	37.45
2293.2861328125	40.25
2304.052734375	38.8
2314.8193359375	39.44
2325.5859375	44.13
2336.3525390625	39.02
2347.119140625	37.93
2357.8857421875	41.29
2368.65234375	41.56
2379.4189453125	42.65
2390.185546875	45.31
2400.9521484375	42.67
2411.71875	42.73
2422.4853515625	45.01
2433.251953125	44.7
2444.0185546875	42.21
2454.78515625	36.61
2465.5517578125	32.45
2476.318359375	37.37
2487.0849609375	43.76
2497.8515625	46.07
2508.6181640625	42.04
2519.384765625	41.66
2530.1513671875	39.47
2540.91796875	38.24
2551.6845703125	41.99
2562.451171875	46.53
2573.2177734375	47.1
2583.984375	39.39
2594.7509765625	41.46
2605.517578125	43.72
2616.2841796875	41.92
2627.05078125	42.41
2637.8173828125	38.46
2648.583984375	34.73
2659.3505859375	35.25
2670.1171875	40.24
2680.8837890625	46.46
2691.650390625	45.84
2702.4169921875	42.77
2713.18359375	43.91
2723.9501953125	45.07
2734.716796875	45.25
2745.4833984375	39.55
2756.25	40.57
2767.0166015625	41.29
2777.783203125	37.36
2788.5498046875	36.03
2799.31640625	39.86
2810.0830078125	40.68
2820.849609375	42.4
2831.6162109375	42.66
2842.3828125	42.71
2853.1494140625	36.75
2863.916015625	39.33
2874.6826171875	41.2
2885.44921875	42.17
2896.2158203125	41.94
2906.982421875	41.56
2917.7490234375	37.52
2928.515625	38.13
2939.2822265625	41.09
2950.048828125	39.65
2960.8154296875	43.6
2971.58203125	41.24
2982.3486328125	40.35
2993.115234375	46.44
3003.8818359375	45.11
3014.6484375	43.36
3025.4150390625	42.5
3036.181640625	41.51
3046.9482421875	45.52
3057.71484375	47.3
3068.4814453125	43.69
3079.248046875	38.61
3090.0146484375	41.11
3100.78125	46.7
3111.5478515625	43.32
3122.314453125	42.62
3133.0810546875	41.08
3143.84765625	40.21
3154.6142578125	41.26
3165.380859375	43.69
3176.1474609375	41.41
3186.9140625	40.1
3197.6806640625	44.24
3208.447265625	42.49
3219.2138671875	43.27
3229.98046875	38.43
3240.7470703125	35.47
3251.513671875	39.37
3262.2802734375	40.24
3273.046875	39.36
3283.8134765625	37.16
3294.580078125	37.47
3305.3466796875	37.73
3316.11328125	40.71
3326.8798828125	44.23
3337.646484375	37.49
3348.4130859375	37.27
3359.1796875	38.71
3369.9462890625	39.22
3380.712890625	39.07
3391.4794921875	37.52
3402.24609375	31.98
3413.0126953125	32.88
3423.779296875	38.07
3434.5458984375	35.28
3445.3125	40.04
3456.0791015625	41.48
